ID,Age
7771,22
7772,20
7773,18
7774,12
7775,46
7776,41
7777,19
7778,14
7779,11
7780,8
7781,57
7782,59
7783,23
7784,62
7785,26
7786,25
7787,4
7788,64
7789,29
7790,7
7791,4
7792,70
7793,33
7794,32
7795,7
7796,3
7797,35
7798,33
7799,15
7800,5
7801,3
7802,51
7803,51
7804,22
7805,19
7806,17
7807,74
7808,33
7809,33
7810,8
7811,6
7812,63
7813,63
7814,19
7815,80
7816,74
7817,36
7818,39
7819,11
7820,9
7821,7
7822,63
7823,33
7824,24
7825,38
7826,34
7827,14
7828,12
7829,8
7830,53
7831,26
7832,12
7833,29
7834,5
7835,1
7836,39
7837,19
7838,16
7839,14
7840,8
7841,34
7842,14
7843,12
7844,10
7845,7
7846,3
7847,58
7848,58
7849,22
7850,18
7851,64
7852,64
7853,31
7854,32
7855,12
7856,9
7857,7
7858,57
7859,61
7860,23
7861,21
7862,20
7863,17
7864,59
7865,31
7866,31
7867,6
7868,4
7869,51
7870,54
7871,26
7872,30
7873,3
7874,0
7875,91
7876,35
7877,12
7878,9
7879,6
7880,33
7881,28
7882,6
7883,32
7884,32
7885,11
7886,9
7887,32
7888,32
7889,5
7890,3
7891,70
7892,50
7893,26
7894,24
7895,22
7896,18
7897,13
7898,34
7899,47
7900,21
7901,12
7902,11
7903,4
7904,77
7905,29
7906,31
7907,4
7908,66
7909,62
7910,36
7911,27
7912,21
7913,18
7914,15
7915,61
7916,62
7917,21
7918,19
7919,51
7920,50
7921,23
7922,18
7923,17
7924,16
7925,14
7926,12
7927,6
7928,65
7929,36
7930,34
7931,10
7932,5
7933,51
7934,47
7935,21
7936,16
7937,15
7938,83
7939,37
7940,38
7941,15
7942,14
7943,11
7944,9
7945,35
7946,34
7947,15
7948,14
7949,10
7950,36
7951,34
7952,13
7953,11
7954,9
7955,62
7956,58
7957,26
7958,22
7959,1
7960,42
7961,44
7962,13
7963,12
7964,10
7965,8
7966,6
7967,1
7968,58
7969,60
7970,16
7971,26
7972,53
7973,46
7974,19
7975,76
7976,40
7977,39
7978,19
7979,16
7980,15
7981,13
7982,61
7983,65
7984,33
7985,27
7986,7
7987,5
7988,44
7989,19
7990,17
7991,31
7992,30
7993,11
7994,9
7995,8
7996,42
7997,36
7998,16
7999,12
8000,10
8001,7
8002,34
8003,33
8004,9
8005,6
8006,4
8007,60
8008,52
8009,32
8010,27
8011,37
8012,36
8013,17
8014,15
8015,13
8016,12
8017,47
8018,47
8019,23
8020,16
8021,20
8022,0
8023,34
8024,26
8025,6
8026,2
8027,20
8028,16
8029,13
8030,38
8031,37
8032,14
8033,12
8034,7
8035,40
8036,39
8037,18
8038,15
8039,13
8040,8
8041,73
8042,37
8043,33
8044,15
8045,12
8046,10
8047,64
8048,22
8049,21
8050,18
8051,68
8052,20
8053,30
8054,26
8055,7
8056,2
8057,38
8058,37
8059,14
8060,11
8061,33
8062,42
8063,10
8064,7
8065,75
8066,28
8067,27
8068,8
8069,60
8070,56
8071,30
8072,29
8073,8
8074,3
8075,46
8076,44
8077,19
8078,17
8079,14
8080,35
8081,28
8082,8
8083,6
8084,37
8085,13
8086,72
8087,70
8088,40
8089,37
8090,11
8091,9
8092,7
8093,57
8094,50
8095,22
8096,20
8097,62
8098,39
8099,19
8100,17
8101,9
8102,18
8103,59
8104,37
8105,34
8106,9
8107,7
8108,35
8109,32
8110,9
8111,5
8112,3
8113,53
8114,55
8115,17
8116,69
8117,67
8118,67
8119,69
8120,68
8121,29
8122,26
8123,2
8124,40
8125,38
8126,18
8127,16
8128,13
8129,22
8130,35
8131,34
8132,13
8133,11
8134,9
8135,34
8136,41
8137,15
8138,13
8139,11
8140,65
8141,63
8142,37
8143,17
8144,15
8145,41
8146,19
8147,16
8148,14
8149,35
8150,32
8151,11
8152,10
8153,71
8154,67
8155,37
8156,33
8157,4
8158,35
8159,34
8160,12
8161,9
8162,8
8163,4
8164,79
8165,80
8166,15
8167,43
8168,42
8169,20
8170,16
8171,14
8172,39
8173,38
8174,12
8175,7
8176,63
8177,37
8178,37
8179,15
8180,12
8181,29
8182,27
8183,7
8184,4
8185,49
8186,47
8187,20
8188,18
8189,16
8190,64
8191,65
8192,9
8193,6
8194,28
8195,29
8196,9
8197,7
8198,36
8199,35
8200,9
8201,6
8202,3
8203,2
8204,61
8205,63
8206,19
8207,21
8208,2
8209,37
8210,37
8211,14
8212,12
8213,29
8214,33
8215,9
8216,7
8217,38
8218,40
8219,8
8220,73
8221,27
8222,25
8223,53
8224,50
8225,20
8226,16
8227,15
8228,37
8229,32
8230,13
8231,11
8232,38
8233,31
8234,11
8235,6
8236,74
8237,71
8238,33
8239,32
8240,6
8241,3
8242,32
8243,27
8244,1
8245,47
8246,46
8247,22
8248,18
8249,14
8250,10
8251,6
8252,64
8253,55
8254,22
8255,19
8256,16
8257,56
8258,27
8259,23
8260,20
8261,17
8262,13
8263,42
8264,42
8265,19
8266,17
8267,15
8268,13
8269,76
8270,66
8271,63
8272,24
8273,24
8274,3
8275,68
8276,60
8277,22
8278,43
8279,37
8280,11
8281,9
8282,4
8283,79
8284,67
8285,36
8286,34
8287,12
8288,8
8289,5
8290,40
8291,39
8292,17
8293,14
8294,12
8295,36
8296,36
8297,11
8298,8
8299,7
8300,37
8301,36
8302,15
8303,12
8304,9
8305,5
8306,41
8307,43
8308,8
8309,6
8310,5
8311,31
8312,32
8313,7
8314,4
8315,33
8316,27
8317,5
8318,1
8319,39
8320,38
8321,16
8322,11
8323,8
8324,45
8325,47
8326,14
8327,22
8328,28
8329,20
8330,1
8331,59
8332,55
8333,54
8334,29
8335,28
8336,20
8337,17
8338,15
8339,7
8340,2
8341,52
8342,32
8343,33
8344,21
8345,19
8346,79
8347,39
8348,40
8349,16
8350,14
8351,12
8352,9
8353,55
8354,46
8355,20
8356,18
8357,16
8358,13
8359,11
8360,9
8361,35
8362,35
8363,16
8364,13
8365,11
8366,8
8367,74
8368,36
8369,35
8370,13
8371,11
8372,8
8373,67
8374,65
8375,65
8376,30
8377,7
8378,5
8379,41
8380,41
8381,13
8382,10
8383,7
8384,33
8385,34
8386,14
8387,12
8388,9
8389,7
8390,57
8391,57
8392,21
8393,18
8394,37
8395,38
8396,14
8397,10
8398,8
8399,25
8400,23
8401,65
8402,1
8403,27
8404,29
8405,34
8406,36
8407,14
8408,13
8409,11
8410,9
8411,7
8412,5
8413,32
8414,29
8415,5
8416,3
8417,1
8418,70
8419,25
8420,25
8421,2
8422,67
8423,34
8424,34
8425,13
8426,12
8427,8
8428,26
8429,29
8430,7
8431,2
8432,0
8433,36
8434,35
8435,17
8436,15
8437,12
8438,1
8439,45
8440,44
8441,21
8442,19
8443,16
8444,11
8445,8
8446,30
8447,34
8448,8
8449,2
8450,33
8451,34
8452,13
8453,11
8454,4
8455,37
8456,36
8457,13
8458,11
8459,9
8460,6
8461,3
8462,34
8463,30
8464,11
8465,9
8466,7
8467,4
8468,1
8469,82
8470,78
8471,35
8472,36
8473,17
8474,12
8475,9
8476,5
8477,3
8478,66
8479,61
8480,23
8481,22
8482,1
8483,0
8484,31
8485,31
8486,12
8487,11
8488,9
8489,7
8490,5
8491,58
8492,56
8493,26
8494,25
8495,19
8496,18
8497,13
8498,11
8499,6
8500,1
8501,1
8502,78
8503,48
8504,51
8505,20
8506,18
8507,15
8508,12
8509,8
8510,83
8511,30
8512,73
8513,27
8514,24
8515,4
8516,1
8517,67
8518,69
8519,32
8520,36
8521,40
8522,16
8523,31
8524,25
8525,3
8526,1
8527,65
8528,69
8529,56
8530,28
8531,22
8532,15
8533,35
8534,35
8535,9
8536,3
8537,64
8538,58
8539,14
8540,12
8541,34
8542,37
8543,8
8544,6
8545,27
8546,27
8547,5
8548,1
8549,70
8550,68
8551,31
8552,29
8553,4
8554,2
8555,30
8556,33
8557,8
8558,5
8559,2
8560,67
8561,58
8562,27
8563,25
8564,18
8565,23
8566,36
8567,37
8568,12
8569,10
8570,8
8571,45
8572,44
8573,20
8574,16
8575,11
8576,50
8577,79
8578,34
8579,33
8580,13
8581,10
8582,5
8583,3
8584,49
8585,25
8586,26
8587,3
8588,1
8589,28
8590,28
8591,7
8592,6
8593,5
8594,72
8595,72
8596,41
8597,37
8598,15
8599,3
8600,55
8601,61
8602,18
8603,18
8604,22
8605,4
8606,0
8607,53
8608,58
8609,24
8610,16
8611,5
8612,24
8613,35
8614,33
8615,14
8616,11
8617,7
8618,5
8619,3
8620,53
8621,53
8622,17
8623,15
8624,12
8625,20
8626,34
8627,37
8628,14
8629,11
8630,9
8631,7
8632,4
8633,22
8634,21
8635,3
8636,1
8637,42
8638,31
8639,9
8640,7
8641,4
8642,1
8643,0
8644,31
8645,30
8646,8
8647,6
8648,3
8649,0
8650,29
8651,27
8652,21
8653,8
8654,6
8655,5
8656,3
8657,19
8658,29
8659,25
8660,8
8661,5
8662,4
8663,1
8664,49
8665,16
8666,17
8667,14
8668,12
8669,8
8670,2
8671,46
8672,44
8673,24
8674,23
8675,3
8676,14
8677,12
8678,42
8679,35
8680,17
8681,15
8682,13
8683,9
8684,5
8685,45
8686,35
8687,7
8688,70
8689,70
8690,41
8691,18
8692,15
8693,13
8694,3
8695,24
8696,28
8697,7
8698,6
8699,35
8700,26
8701,10
8702,8
8703,6
8704,4
8705,61
8706,59
8707,23
8708,17
8709,21
8710,21
8711,1
8712,19
8713,15
8714,38
8715,26
8716,5
8717,3
8718,84
8719,40
8720,19
8721,28
8722,27
8723,56
8724,21
8725,13
8726,15
8727,2
8728,1
8729,30
8730,24
8731,69
8732,2
8733,0
8734,39
8735,33
8736,14
8737,11
8738,9
8739,6
8740,1
8741,34
8742,34
8743,10
8744,6
8745,3
8746,61
8747,67
8748,22
8749,22
8750,1
8751,39
8752,34
8753,7
8754,3
8755,1
8756,35
8757,36
8758,16
8759,13
8760,10
8761,8
8762,6
8763,4
8764,62
8765,61
8766,22
8767,22
8768,18
8769,1
8770,37
8771,39
8772,15
8773,1
8774,47
8775,75
8776,29
8777,32
8778,7
8779,5
8780,56
8781,56
8782,26
8783,24
8784,5
8785,3
8786,23
8787,19
8788,19
8789,33
8790,32
8791,12
8792,9
8793,3
8794,76
8795,76
8796,79
8797,68
8798,36
8799,35
8800,15
8801,13
8802,12
8803,11
8804,8
8805,60
8806,26
8807,22
8808,16
8809,33
8810,31
8811,11
8812,9
8813,8
8814,5
8815,53
8816,49
8817,24
8818,22
8819,17
8820,47
8821,46
8822,19
8823,16
8824,78
8825,39
8826,37
8827,19
8828,17
8829,15
8830,12
8831,46
8832,47
8833,25
8834,22
8835,16
8836,74
8837,48
8838,26
8839,23
8840,20
8841,15
8842,0
8843,51
8844,45
8845,24
8846,23
8847,19
8848,17
8849,15
8850,34
8851,32
8852,9
8853,8
8854,5
8855,34
8856,35
8857,14
8858,12
8859,10
8860,3
8861,27
8862,29
8863,7
8864,5
8865,56
8866,58
8867,35
8868,15
8869,12
8870,40
8871,42
8872,20
8873,15
8874,13
8875,12
8876,26
8877,26
8878,4
8879,2
8880,38
8881,39
8882,17
8883,15
8884,11
8885,32
8886,32
8887,13
8888,12
8889,28
8890,29
8891,7
8892,5
8893,48
8894,51
8895,19
8896,17
8897,15
8898,13
8899,53
8900,45
8901,16
8902,14
8903,13
8904,58
8905,27
8906,23
8907,0
8908,17
8909,40
8910,37
8911,14
8912,12
8913,10
8914,39
8915,38
8916,15
8917,13
8918,12
8919,70
8920,42
8921,40
8922,21
8923,19
8924,16
8925,15
8926,31
8927,30
8928,10
8929,9
8930,58
8931,57
8932,22
8933,20
8934,0
8935,16
8936,53
8937,54
8938,23
8939,22
8940,2
8941,31
8942,29
8943,9
8944,7
8945,4
8946,76
8947,39
8948,39
8949,20
8950,16
8951,14
8952,12
8953,86
8954,37
8955,30
8956,5
8957,4
8958,37
8959,36
8960,15
8961,13
8962,8
8963,6
8964,32
8965,36
8966,14
8967,12
8968,9
8969,7
8970,33
8971,32
8972,11
8973,9
8974,6
8975,1
8976,77
8977,75
8978,28
8979,10
8980,7
8981,4
8982,47
8983,41
8984,22
8985,19
8986,17
8987,16
8988,12
8989,10
8990,19
8991,1
8992,28
8993,27
8994,8
8995,0
8996,50
8997,41
8998,22
8999,20
9000,0
9001,13
9002,11
9003,6
9004,39
9005,29
9006,11
9007,7
9008,5
9009,31
9010,30
9011,35
9012,34
9013,15
9014,13
9015,10
9016,37
9017,34
9018,14
9019,12
9020,9
9021,3
9022,30
9023,28
9024,8
9025,5
9026,50
9027,59
9028,49
9029,21
9030,19
9031,11
9032,8
9033,34
9034,31
9035,10
9036,8
9037,6
9038,65
9039,75
9040,19
9041,45
9042,60
9043,17
9044,15
9045,14
9046,12
9047,57
9048,55
9049,17
9050,12
9051,21
9052,30
9053,28
9054,11
9055,8
9056,4
9057,69
9058,69
9059,29
9060,20
9061,1
9062,36
9063,33
9064,14
9065,11
9066,9
9067,7
9068,6
9069,33
9070,9
9071,84
9072,80
9073,63
9074,63
9075,42
9076,19
9077,17
9078,34
9079,23
9080,5
9081,3
9082,49
9083,46
9084,25
9085,22
9086,20
9087,17
9088,15
9089,13
9090,12
9091,56
9092,52
9093,26
9094,24
9095,22
9096,19
9097,17
9098,15
9099,35
9100,34
9101,11
9102,9
9103,7
9104,4
9105,64
9106,62
9107,31
9108,25
9109,16
9110,49
9111,16
9112,13
9113,40
9114,11
9115,8
9116,57
9117,78
9118,80
9119,50
9120,48
9121,22
9122,17
9123,18
9124,15
9125,14
9126,10
9127,43
9128,40
9129,17
9130,14
9131,8
9132,49
9133,48
9134,15
9135,78
9136,80
9137,55
9138,53
9139,23
9140,21
9141,15
9142,11
9143,61
9144,56
9145,85
9146,16
9147,10
9148,42
9149,42
9150,12
9151,9
9152,42
9153,38
9154,16
9155,14
9156,9
9157,6
9158,45
9159,38
9160,14
9161,8
9162,4
9163,82
9164,40
9165,36
9166,15
9167,12
9168,10
9169,7
9170,54
9171,45
9172,80
9173,77
9174,19
9175,15
9176,13
9177,9
9178,54
9179,56
9180,6
9181,40
9182,39
9183,15
9184,10
9185,9
9186,6
9187,3
9188,64
9189,64
9190,55
9191,57
9192,15
9193,42
9194,43
9195,15
9196,13
9197,11
9198,9
9199,3
9200,28
9201,27
9202,8
9203,6
9204,3
9205,1
9206,78
9207,42
9208,43
9209,15
9210,14
9211,11
9212,9
9213,7
9214,78
9215,34
9216,32
9217,11
9218,8
9219,6
9220,3
9221,0
9222,40
9223,36
9224,15
9225,13
9226,10
9227,9
9228,6
9229,3
9230,31
9231,32
9232,8
9233,4
9234,1
9235,37
9236,33
9237,9
9238,8
9239,5
9240,3
9241,57
9242,53
9243,16
9244,14
9245,11
9246,39
9247,48
9248,16
9249,8
9250,3
9251,25
9252,22
9253,1
9254,68
9255,43
9256,43
9257,18
9258,15
9259,12
9260,11
9261,9
9262,7
9263,76
9264,73
9265,34
9266,35
9267,10
9268,9
9269,66
9270,23
9271,24
9272,25
9273,1
9274,65
9275,63
9276,35
9277,37
9278,15
9279,13
9280,10
9281,62
9282,32
9283,26
9284,6
9285,4
9286,54
9287,55
9288,28
9289,7
9290,5
9291,83
9292,27
9293,0
9294,31
9295,34
9296,10
9297,7
9298,5
9299,74
9300,66
9301,68
9302,21
9303,36
9304,33
9305,13
9306,10
9307,7
9308,33
9309,33
9310,10
9311,8
9312,5
9313,31
9314,34
9315,9
9316,2
9317,25
9318,6
9319,41
9320,39
9321,15
9322,13
9323,29
9324,29
9325,4
9326,2
9327,88
9328,31
9329,25
9330,3
9331,57
9332,57
9333,21
9334,19
9335,31
9336,31
9337,8
9338,6
9339,4
9340,73
9341,72
9342,71
9343,73
9344,27
9345,25
9346,3
9347,0
9348,34
9349,33
9350,6
9351,5
9352,69
9353,24
9354,21
9355,33
9356,7
9357,1
9358,49
9359,47
9360,23
9361,20
9362,20
9363,18
9364,15
9365,35
9366,30
9367,6
9368,4
9369,42
9370,40
9371,18
9372,16
9373,14
9374,9
9375,32
9376,28
9377,6
9378,3
9379,73
9380,45
9381,44
9382,19
9383,16
9384,13
9385,10
9386,6
9387,54
9388,42
9389,19
9390,16
9391,1
9392,44
9393,40
9394,16
9395,14
9396,8
9397,71
9398,58
9399,18
9400,12
9401,40
9402,34
9403,14
9404,13
9405,11
9406,39
9407,29
9408,13
9409,11
9410,4
9411,4
9412,60
9413,54
9414,43
9415,43
9416,22
9417,18
9418,13
9419,19
9420,72
9421,36
9422,32
9423,13
9424,11
9425,8
9426,5
9427,43
9428,42
9429,20
9430,18
9431,16
9432,14
9433,9
9434,70
9435,75
9436,70
9437,28
9438,24
9439,32
9440,27
9441,8
9442,5
9443,63
9444,61
9445,27
9446,24
9447,3
9448,47
9449,43
9450,22
9451,21
9452,18
9453,9
9454,41
9455,38
9456,11
9457,8
9458,6
9459,62
9460,25
9461,38
9462,36
9463,13
9464,12
9465,10
9466,7
9467,25
9468,26
9469,3
9470,1
9471,58
9472,32
9473,30
9474,10
9475,7
9476,48
9477,43
9478,17
9479,16
9480,13
9481,11
9482,9
9483,7
9484,35
9485,34
9486,11
9487,8
9488,5
9489,57
9490,57
9491,20
9492,15
9493,48
9494,17
9495,13
9496,11
9497,6
9498,37
9499,36
9500,15
9501,12
9502,11
9503,49
9504,23
9505,22
9506,2
9507,43
9508,19
9509,17
9510,15
9511,10
9512,84
9513,36
9514,35
9515,16
9516,14
9517,11
9518,30
9519,25
9520,4
9521,1
9522,0
9523,32
9524,32
9525,9
9526,7
9527,3
9528,1
9529,32
9530,26
9531,5
9532,3
9533,29
9534,27
9535,7
9536,2
9537,42
9538,42
9539,18
9540,16
9541,14
9542,12
9543,10
9544,2
9545,31
9546,30
9547,7
9548,5
9549,28
9550,25
9551,5
9552,1
9553,57
9554,30
9555,16
9556,11
9557,55
9558,51
9559,18
9560,32
9561,32
9562,8
9563,5
9564,74
9565,34
9566,15
9567,1
9568,70
9569,29
9570,29
9571,8
9572,5
9573,2
9574,36
9575,36
9576,12
9577,10
9578,32
9579,33
9580,12
9581,10
9582,8
9583,8
9584,29
9585,28
9586,7
9587,5
9588,2
9589,41
9590,39
9591,19
9592,17
9593,14
9594,12
9595,9
9596,5
9597,0
9598,81
9599,36
9600,36
9601,14
9602,11
9603,7
9604,4
9605,1
9606,42
9607,39
9608,17
9609,14
9610,12
9611,10
9612,7
9613,4
9614,1
9615,59
9616,57
9617,25
9618,23
9619,21
9620,13
9621,29
9622,27
9623,5
9624,3
9625,45
9626,41
9627,15
9628,10
9629,6
9630,6
9631,42
9632,40
9633,15
9634,13
9635,8
9636,6
9637,55
9638,15
9639,52
9640,45
9641,24
9642,19
9643,38
9644,37
9645,8
9646,59
9647,54
9648,23
9649,18
9650,14
9651,10
9652,20
9653,21
9654,0
9655,30
9656,27
9657,9
9658,6
9659,3
9660,58
9661,58
9662,32
9663,22
9664,19
9665,17
9666,60
9667,58
9668,34
9669,31
9670,9
9671,7
9672,58
9673,29
9674,29
9675,8
9676,6
9677,4
9678,2
9679,65
9680,65
9681,27
9682,26
9683,7
9684,4
9685,58
9686,54
9687,30
9688,15
9689,19
9690,1
9691,25
9692,4
9693,1
9694,58
9695,56
9696,16
9697,14
9698,87
9699,49
9700,49
9701,24
9702,24
9703,5
9704,3
9705,21
9706,20
9707,15
9708,13
9709,29
9710,28
9711,11
9712,8
9713,7
9714,5
9715,3
9716,73
9717,37
9718,37
9719,12
9720,6
9721,31
9722,27
9723,8
9724,5
9725,2
9726,39
9727,9
9728,69
9729,28
9730,26
9731,5
9732,3
9733,1
9734,34
9735,34
9736,12
9737,11
9738,6
9739,65
9740,66
9741,63
9742,55
9743,25
9744,23
9745,18
9746,15
9747,12
9748,37
9749,37
9750,17
9751,14
9752,9
9753,6
9754,2
9755,26
9756,23
9757,7
9758,4
9759,26
9760,26
9761,1
9762,0
9763,72
9764,47
9765,47
9766,20
9767,18
9768,16
9769,13
9770,7
9771,55
9772,48
9773,18
9774,16
9775,13
9776,11
9777,9
9778,38
9779,37
9780,14
9781,12
9782,7
9783,2
9784,34
9785,31
9786,8
9787,6
9788,4
9789,61
9790,61
9791,21
9792,16
9793,62
9794,29
9795,25
9796,2
9797,0
9798,40
9799,41
9800,21
9801,16
9802,11
9803,6
9804,46
9805,46
9806,21
9807,16
9808,13
9809,8
9810,49
9811,48
9812,24
9813,18
9814,14
9815,78
9816,30
9817,32
9818,8
9819,6
9820,4
9821,38
9822,39
9823,16
9824,15
9825,12
9826,9
9827,6
9828,61
9829,35
9830,36
9831,15
9832,11
9833,4
9834,35
9835,32
9836,8
9837,7
9838,6
9839,3
9840,46
9841,43
9842,18
9843,15
9844,12
9845,6
9846,42
9847,41
9848,14
9849,11
9850,5
9851,52
9852,51
9853,24
9854,21
9855,17
9856,15
9857,45
9858,45
9859,17
9860,13
9861,27
9862,25
9863,6
9864,2
9865,42
9866,42
9867,17
9868,15
9869,8
9870,68
9871,25
9872,19
9873,11
9874,28
9875,26
9876,9
9877,8
9878,67
9879,61
9880,58
9881,22
9882,21
9883,39
9884,35
9885,16
9886,13
9887,10
9888,46
9889,44
9890,18
9891,15
9892,13
9893,59
9894,52
9895,25
9896,18
9897,19
9898,60
9899,57
9900,19
9901,20
9902,0
9903,68
9904,76
9905,25
9906,25
9907,5
9908,3
9909,52
9910,50
9911,21
9912,19
9913,0
9914,19
9915,13
9916,76
9917,66
9918,66
9919,37
9920,32
9921,11
9922,8
9923,33
9924,33
9925,10
9926,8
9927,44
9928,41
9929,18
9930,15
9931,13
9932,10
9933,61
9934,57
9935,22
9936,16
9937,56
9938,55
9939,22
9940,19
9941,17
9942,81
9943,80
9944,57
9945,42
9946,44
9947,18
9948,15
9949,32
9950,32
9951,9
9952,7
9953,52
9954,13
9955,78
9956,51
9957,45
9958,21
9959,14
9960,13
9961,43
9962,34
9963,12
9964,7
9965,39
9966,40
9967,16
9968,14
9969,69
9970,70
9971,66
9972,45
9973,44
9974,19
9975,16
9976,13
9977,31
9978,28
9979,7
9980,6
9981,3
9982,74
9983,37
9984,37
9985,14
9986,11
9987,9
9988,47
9989,44
9990,16
9991,14
9992,12
9993,11
9994,9
9995,7
9996,23
9997,23
9998,2
9999,37
10000,36
10001,14
10002,12
10003,10
10004,32
10005,32
10006,6
10007,3
10008,38
10009,40
10010,20
10011,14
10012,11
10013,29
10014,30
10015,8
10016,6
10017,4
10018,72
10019,38
10020,39
10021,12
10022,6
10023,72
10024,36
10025,34
10026,13
10027,10
10028,7
10029,45
10030,48
10031,24
10032,18
10033,15
10034,12
10035,21
10036,0
10037,31
10038,29
10039,11
10040,9
10041,1
10042,53
10043,49
10044,21
10045,19
10046,16
10047,55
10048,26
10049,59
10050,36
10051,35
10052,13
10053,11
10054,8
10055,36
10056,38
10057,13
10058,10
10059,65
10060,28
10061,25
10062,22
10063,58
10064,59
10065,19
10066,30
10067,29
10068,8
10069,7
10070,30
10071,27
10072,6
10073,5
10074,68
10075,41
10076,18
10077,16
10078,12
10079,41
10080,42
10081,19
10082,43
10083,41
10084,17
10085,14
10086,12
10087,10
10088,8
10089,32
10090,30
10091,9
10092,7
10093,4
10094,76
10095,60
10096,68
10097,23
10098,24
10099,2
10100,0
10101,35
10102,34
10103,9
10104,5
10105,4
10106,35
10107,35
10108,6
10109,58
10110,58
10111,27
10112,27
10113,8
10114,4
10115,2
10116,21
10117,35
10118,37
10119,12
10120,10
10121,8
10122,5
10123,33
10124,33
10125,13
10126,12
10127,9
10128,7
10129,2
10130,51
10131,51
10132,21
10133,18
10134,15
10135,10
10136,41
10137,42
10138,15
10139,11
10140,9
10141,7
10142,39
10143,16
10144,14
10145,10
10146,7
10147,4
10148,72
10149,59
10150,50
10151,19
10152,16
10153,14
10154,47
10155,44
10156,17
10157,16
10158,14
10159,11
10160,9
10161,37
10162,35
10163,12
10164,9
10165,6
10166,35
10167,32
10168,10
10169,9
10170,4
10171,33
10172,31
10173,8
10174,7
10175,1
10176,73
10177,69
10178,30
10179,74
10180,28
10181,51
10182,41
10183,18
10184,16
10185,14
10186,12
10187,54
10188,22
10189,17
10190,19
10191,50
10192,44
10193,18
10194,15
10195,10
10196,35
10197,32
10198,12
10199,10
10200,8
10201,54
10202,54
10203,16
10204,11
10205,36
10206,35
10207,16
10208,13
10209,9
10210,5
10211,30
10212,24
10213,6
10214,5
10215,1
10216,41
10217,38
10218,16
10219,13
10220,10
10221,8
10222,80
10223,43
10224,39
10225,17
10226,12
10227,10
10228,58
10229,56
10230,26
10231,21
10232,0
10233,20
10234,40
10235,40
10236,17
10237,13
10238,10
10239,7
10240,34
10241,32
10242,10
10243,8
10244,4
10245,47
10246,41
10247,20
10248,14
10249,11
10250,45
10251,45
10252,22
10253,20
10254,17
10255,14
10256,69
10257,44
10258,70
10259,67
10260,27
10261,3
10262,43
10263,19
10264,12
10265,10
10266,36
10267,36
10268,13
10269,7
10270,5
10271,64
10272,62
10273,20
10274,36
10275,10
10276,85
10277,63
10278,64
10279,28
10280,26
10281,3
10282,38
10283,34
10284,13
10285,11
10286,7
10287,5
10288,69
10289,62
10290,57
10291,58
10292,27
10293,22
10294,20
10295,67
10296,12
10297,2
10298,66
10299,60
10300,34
10301,34
10302,10
10303,4
10304,19
10305,31
10306,33
10307,11
10308,8
10309,41
10310,6
10311,39
10312,41
10313,17
10314,15
10315,13
10316,52
10317,45
10318,22
10319,19
10320,58
10321,59
10322,25
10323,22
10324,58
10325,54
10326,27
10327,24
10328,0
10329,25
10330,22
10331,19
10332,58
10333,21
10334,51
10335,43
10336,20
10337,18
10338,16
10339,14
10340,43
10341,62
10342,16
10343,14
10344,64
10345,27
10346,67
10347,68
10348,35
10349,26
10350,23
10351,67
10352,28
10353,23
10354,2
10355,24
10356,41
10357,13
10358,11
10359,4
10360,43
10361,41
10362,20
10363,16
10364,83
10365,66
10366,35
10367,12
10368,4
10369,68
10370,67
10371,62
10372,34
10373,24
10374,77
10375,65
10376,39
10377,36
10378,13
10379,8
10380,68
10381,65
10382,32
10383,27
10384,21
10385,19
10386,43
10387,16
10388,14
10389,44
10390,40
10391,17
10392,15
10393,37
10394,38
10395,13
10396,10
10397,8
10398,1
10399,72
10400,59
10401,59
10402,55
10403,57
10404,44
10405,42
10406,20
10407,16
10408,13
10409,23
10410,21
10411,1
10412,64
10413,46
10414,46
10415,17
10416,15
10417,77
10418,34
10419,33
10420,12
10421,11
10422,62
10423,28
10424,22
10425,54
10426,27
10427,25
10428,5
10429,1
10430,76
10431,52
10432,18
10433,16
10434,9
10435,41
10436,41
10437,19
10438,13
10439,4
10440,62
10441,68
10442,44
10443,48
10444,20
10445,16
10446,15
10447,12
10448,32
10449,27
10450,6
10451,3
10452,0
10453,43
10454,41
10455,15
10456,13
10457,49
10458,21
10459,17
10460,14
10461,40
10462,41
10463,15
10464,14
10465,6
10466,70
10467,66
10468,32
10469,22
10470,4
10471,38
10472,38
10473,17
10474,14
10475,9
10476,71
10477,66
10478,58
10479,53
10480,23
10481,20
10482,32
10483,28
10484,6
10485,4
10486,2
10487,1
10488,32
10489,29
10490,8
10491,5
10492,36
10493,35
10494,13
10495,11
10496,8
10497,61
10498,58
10499,55
10500,54
10501,21
10502,77
10503,55
10504,51
10505,23
10506,21
10507,21
10508,18
10509,7
10510,6
10511,44
10512,45
10513,19
10514,15
10515,13
10516,60
10517,56
10518,22
10519,30
10520,26
10521,6
10522,0
10523,43
10524,40
10525,17
10526,14
10527,9
10528,29
10529,21
10530,2
10531,55
10532,55
10533,20
10534,15
10535,38
10536,38
10537,15
10538,13
10539,10
10540,34
10541,36
10542,11
10543,7
10544,48
10545,49
10546,16
10547,30
10548,28
10549,9
10550,6
10551,60
10552,57
10553,22
10554,22
10555,3
10556,41
10557,41
10558,16
10559,15
10560,8
10561,31
10562,30
10563,10
10564,10
10565,7
10566,2
10567,40
10568,40
